"ORIG"	"DAT1"	"DAT2"	"cond_memo"	"stat_memo"	"LOCA"	"TOPO"	"REC"	"DET"	"Ordre"	"Famille"	"Sous_Famille"	"Espece"	"Espece_bis"	"GEN"	"SP"	"spec_memo"	"Abondance"	"Parcelle"	"Numero_de_piege"	"Type_piege"	"CPI"	"Numero_de_projet"	"Numero_arbre"	"COND_ID"	"STAT_ID"
deg 47.23222 2.174727	20240701	20240801	"R4;THERA2024/290"	"Lind noir Canopee superieure;VZ63_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	63	2	lind	Noir	56	13	191206	139471
deg 46.61481 2.719873	20240603	20240701	"R3;THERA2024/182"	"Lind noir Canopee superieure;TR327_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	327	2	lind	Noir	56	6	191098	139443
deg 46.63988 2.768873	20240701	20240801	"R4;THERA2024/254"	"Lind noir Canopee superieure;TR207_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	207	2	lind	Noir	56	4	191170	139435
deg 46.62809 2.701644	20240603	20240701	"R3;THERA2024/188"	"Lind noir Infra canopee;TR337_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	337	4	lind	Noir	56	7	191104	139449
deg 47.26861 2.081451	20240603	20240701	"R3;THERA2024/226"	"Lind noir Canopee superieure;VZ236_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	236	2	lind	Noir	56	17	191142	139487
deg 47.26861 2.081451	20240701	20240801	"R4;THERA2024/307"	"Lind noir Canopee inferieure;VZ236_TE_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	236	3	lind	Noir	56	17	191223	139488
deg 46.60366 2.689982	20240603	20240701	"R3;THERA2024/190"	"Lind noir Canopee superieure;TR350_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	350	2	lind	Noir	56	8	191106	139451
deg 47.28669 2.154923	20240603	20240701	"R3;THERA2024/214"	"Lind noir Canopee superieure;VZ71_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	71	2	lind	Noir	56	14	191130	139475
deg 46.61626 2.734444	20240603	20240701	"R3;THERA2024/178"	"Lind noir Canopee superieure;TR315_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	315	2	lind	Noir	56	5	191094	139439
deg 46.66978 2.731031	20240701	20240801	"R4;THERA2024/250"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		3	118	2	lind	Noir	56	3	191166	139431
deg 46.61626 2.734444	20240603	20240701	"R3;THERA2024/177"	"Lind noir Supra canopee;TR315_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens	coll	1	315	1	lind	Noir	56	5	191093	139438
deg 47.24953 2.183789	20240603	20240701	"R3;THERA2024/206"	"Lind noir Canopee superieure;VZ22_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		3	22	2	lind	Noir	56	12	191122	139467
deg 46.58879 2.705986	20240603	20240701	"R3;THERA2024/194"	"Lind noir Canopee superieure;TR368_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	368	2	lind	Noir	56	9	191110	139455
deg 46.62809 2.701644	20240701	20240801	"R4;THERA2024/266"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	337	2	lind	Noir	56	7	191182	139447
deg 46.61481 2.719873	20240603	20240701	"R3;THERA2024/183"	"Lind noir Canopee inferieure;TR327_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	327	3	lind	Noir	56	6	191099	139444
deg 46.58879 2.705986	20240701	20240801	"R4;THERA2024/274"	"Lind noir Canopee superieure;TR368_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		4	368	2	lind	Noir	56	9	191190	139455
deg 47.26093 2.032786	20240603	20240701	"R3;THERA2024/239"	"Lind noir Canopee inferieure;VZ290_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	290	3	lind	Noir	56	20	191155	139500
deg 46.63988 2.768873	20240603	20240701	"R3;THERA2024/174"	"Lind noir Canopee superieure;TR207_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	207	2	lind	Noir	56	4	191090	139435
deg 46.61626 2.734444	20240701	20240801	"R4;THERA2024/258"	"Lind noir Canopee superieure;TR315_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		3	315	2	lind	Noir	56	5	191174	139439
deg 47.28669 2.154923	20240701	20240801	"R4;THERA2024/294"	"Lind noir Canopee superieure;VZ71_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	71	2	lind	Noir	56	14	191210	139475
deg 46.60366 2.689982	20240701	20240801	"R4;THERA2024/271"	"Lind noir Canopee inferieure;TR350_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	350	3	lind	Noir	56	8	191187	139452
deg 46.62809 2.701644	20240701	20240801	"R4;THERA2024/267"	"Lind noir Canopee inferieure;TR337_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		3	337	3	lind	Noir	56	7	191183	139448
deg 46.68164 2.832132	20240701	20240801	"R4;THERA2024/242"	"Lind noir Canopee superieure;TR19_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	19	2	lind	Noir	56	1	191158	139423
deg 47.26687 2.196874	20240603	20240701	"R3;THERA2024/202"	"Lind noir Canopee superieure;VZ81 Vouzeron_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		1	81	2	lind	Noir	56	11	191118	139463
deg 46.6001 2.673761	20240603	20240701	"R3;THERA2024/198"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Phaeochrotes pudens	Phaeochrotes pudens (Gyllenhal, 1833)	Phaeochrotes	pudens		2	413	2	lind	Noir	56	10	191114	139459
deg 46.62809 2.701644	20240801	20240915	"R5;THERA2024/348"	"Lind noir Infra canopee;TR337_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	337	4	lind	Noir	56	7	191264	139449
deg 46.60366 2.689982	20240801	20240915	"R5;THERA2024/349"	"Lind noir Supra canopee;TR350_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	350	1	lind	Noir	56	8	191265	139450
deg 47.26527 2.067914	20240801	20240915	"R5;THERA2024/392"	"Lind noir Infra canopee;VZ249_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	249	4	lind	Noir	56	18	191308	139493
deg 46.63988 2.768873	20240801	20240915	"R5;THERA2024/336"	"Lind noir Infra canopee;TR207_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	207	4	lind	Noir	56	4	191252	139437
deg 46.61481 2.719873	20240403	20240502	"R1;THERA2024/21"	"Lind noir Supra canopee;TR327_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	327	1	lind	Noir	56	6	190937	139442
deg 46.66718 2.798198	20240502	20240603	"R2;THERA2024/85"	"Lind noir Supra canopee;TR43_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	43	1	lind	Noir	56	2	191001	139426
deg 46.68164 2.832132	20240502	20240603	"R2;THERA2024/84"	"Lind noir Infra canopee;TR19_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	19	4	lind	Noir	56	1	191000	139425
deg 46.66718 2.798198	20240502	20240603	"R2;THERA2024/88"	"Lind noir Infra canopee;TR43_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	43	4	lind	Noir	56	2	191004	139429
deg 47.26093 2.032786	20240404	20240502	"R1;THERA2024/79"	"Lind noir Canopee inferieure;VZ290_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	290	3	lind	Noir	56	20	190995	139500
deg 47.26093 2.032786	20240404	20240502	"R1;THERA2024/78"	"Lind noir Canopee superieure;VZ290_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	290	2	lind	Noir	56	20	190994	139499
deg 47.26527 2.067914	20240404	20240502	"R1;THERA2024/70"	"Lind noir Canopee superieure;VZ249_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	249	2	lind	Noir	56	18	190986	139491
deg 47.26568 2.118357	20240404	20240502	"R1;THERA2024/61"	"Lind noir Supra canopee;VZ179_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	179	1	lind	Noir	56	16	190977	139482
deg 46.68164 2.832132	20240502	20240603	"R2;THERA2024/82"	"Lind noir Canopee superieure;TR19_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		3	19	2	lind	Noir	56	1	190998	139423
deg 46.58879 2.705986	20240502	20240603	"R2;THERA2024/116"	"Lind noir Infra canopee;TR368_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	368	4	lind	Noir	56	9	191032	139457
deg 46.66718 2.798198	20240402	20240502	"R1;THERA2024/08"	"Lind noir Infra canopee;TR43_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	43	4	lind	Noir	56	2	190924	139429
deg 46.66718 2.798198	20240402	20240502	"R1;THERA2024/06"	"Lind noir Canopee superieure;TR43_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	43	2	lind	Noir	56	2	190922	139427
deg 47.24953 2.183789	20240502	20240603	"R2;THERA2024/126"	"Lind noir Canopee superieure;VZ22_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	22	2	lind	Noir	56	12	191042	139467
deg 47.26687 2.196874	20240404	20240502	"R1;THERA2024/42"	"Lind noir Canopee superieure;VZ81 Vouzeron_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	81	2	lind	Noir	56	11	190958	139463
deg 47.26687 2.196874	20240502	20240603	"R2;THERA2024/124"	"Lind noir Infra canopee;VZ81 Vouzeron_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	81	4	lind	Noir	56	11	191040	139465
deg 47.26093 2.032786	20240502	20240603	"R2;THERA2024/157"	"Lind noir Supra canopee;VZ290_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	290	1	lind	Noir	56	20	191073	139498
deg 46.6001 2.673761	20240502	20240603	"R2;THERA2024/119"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	413	3	lind	Noir	56	10	191035	139460
deg 46.6001 2.673761	20240502	20240603	"R2;THERA2024/118"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	413	2	lind	Noir	56	10	191034	139459
deg 46.58879 2.705986	20240502	20240603	"R2;THERA2024/115"	"Lind noir Canopee inferieure;TR368_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	368	3	lind	Noir	56	9	191031	139456
deg 46.66718 2.798198	20240402	20240502	"R1;THERA2024/05"	"Lind noir Supra canopee;TR43_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	43	1	lind	Noir	56	2	190921	139426
deg 46.61626 2.734444	20240502	20240603	"R2;THERA2024/97"	"Lind noir Supra canopee;TR315_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	315	1	lind	Noir	56	5	191013	139438
deg 46.61626 2.734444	20240403	20240502	"R1;THERA2024/18"	"Lind noir Canopee superieure;TR315_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	315	2	lind	Noir	56	5	190934	139439
deg 46.66978 2.731031	20240502	20240603	"R2;THERA2024/91"	"Lind noir Canopee inferieure;TR118_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	118	3	lind	Noir	56	3	191007	139432
deg 46.66978 2.731031	20240402	20240502	"R1;THERA2024/11"	"Lind noir Canopee inferieure;TR118_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	118	3	lind	Noir	56	3	190927	139432
deg 47.23222 2.174727	20240701	20240801	"R4;THERA2024/291"	"Lind noir Canopee inferieure;VZ63_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	63	3	lind	Noir	56	13	191207	139472
deg 47.26093 2.032786	20240603	20240701	"R3;THERA2024/239"	"Lind noir Canopee inferieure;VZ290_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	290	3	lind	Noir	56	20	191155	139500
deg 47.26687 2.196874	20240701	20240801	"R4;THERA2024/284"	"Lind noir Infra canopee;VZ81 Vouzeron_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Platystomos albinus	Platystomos albinus (Linnaeus, 1758)	Platystomos	albinus		1	81	4	lind	Noir	56	11	191200	139465
deg 46.61481 2.719873	20240801	20240915	"R5;THERA2024/343"	"Lind noir Canopee inferieure;TR327_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Pseudeuparius sepicola	Pseudeuparius sepicola (Fabricius, 1792)	Pseudeuparius	sepicola		1	327	3	lind	Noir	56	6	191259	139444
deg 46.66718 2.798198	20240402	20240502	"R1;THERA2024/05"	"Lind noir Supra canopee;TR43_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Pseudeuparius sepicola	Pseudeuparius sepicola (Fabricius, 1792)	Pseudeuparius	sepicola		1	43	1	lind	Noir	56	2	190921	139426
deg 46.63988 2.768873	20240402	20240502	"R1;THERA2024/15"	"Lind noir Canopee inferieure;TR207_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Pseudeuparius sepicola	Pseudeuparius sepicola (Fabricius, 1792)	Pseudeuparius	sepicola		1	207	3	lind	Noir	56	4	190931	139436
deg 47.24953 2.183789	20240502	20240603	"R2;THERA2024/127"	"Lind noir Canopee inferieure;VZ22_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Pseudeuparius sepicola	Pseudeuparius sepicola (Fabricius, 1792)	Pseudeuparius	sepicola		1	22	3	lind	Noir	56	12	191043	139468
deg 46.63988 2.768873	20240502	20240603	"R2;THERA2024/93"	"Lind noir Supra canopee;TR207_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Pseudeuparius sepicola	Pseudeuparius sepicola (Fabricius, 1792)	Pseudeuparius	sepicola		1	207	1	lind	Noir	56	4	191009	139434
deg 46.60366 2.689982	20240801	20240915	"R5;THERA2024/350"	"Lind noir Canopee superieure;TR350_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	350	2	lind	Noir	56	8	191266	139451
deg 46.66978 2.731031	20240801	20240915	"R5;THERA2024/330"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	118	2	lind	Noir	56	3	191246	139431
deg 46.62809 2.701644	20240801	20240915	"R5;THERA2024/346"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	337	2	lind	Noir	56	7	191262	139447
deg 46.6001 2.673761	20240801	20241215	"R5++;THERA2024/359"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		6	413	3	lind	Noir	56	10	191275	139460
deg 46.6001 2.673761	20240801	20241215	"R5++;THERA2024/360"	"Lind noir Infra canopee;TR413_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		2	413	4	lind	Noir	56	10	191276	139461
deg 46.6001 2.673761	20240801	20241215	"R5++;THERA2024/358"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	413	2	lind	Noir	56	10	191274	139459
deg 46.68164 2.832132	20240603	20240701	"R3;THERA2024/162"	"Lind noir Canopee superieure;TR19_TE_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		2	19	2	lind	Noir	56	1	191078	139423
deg 46.66978 2.731031	20240603	20240701	"R3;THERA2024/170"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		2	118	2	lind	Noir	56	3	191086	139431
deg 46.66978 2.731031	20240701	20240801	"R4;THERA2024/251"	"Lind noir Canopee inferieure;TR118_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		3	118	3	lind	Noir	56	3	191167	139432
deg 46.66978 2.731031	20240701	20240801	"R4;THERA2024/250"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		3	118	2	lind	Noir	56	3	191166	139431
deg 47.26687 2.196874	20240701	20240801	"R4;THERA2024/282"	"Lind noir Canopee superieure;VZ81 Vouzeron_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		2	81	2	lind	Noir	56	11	191198	139463
deg 47.28669 2.154923	20240701	20240801	"R4;THERA2024/294"	"Lind noir Canopee superieure;VZ71_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		2	71	2	lind	Noir	56	14	191210	139475
deg 47.26568 2.118357	20240701	20240801	"R4;THERA2024/304"	"Lind noir Infra canopee;VZ179_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	179	4	lind	Noir	56	16	191220	139485
deg 46.61481 2.719873	20240701	20240801	"R4;THERA2024/262"	"Lind noir Canopee superieure;TR327_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	327	2	lind	Noir	56	6	191178	139443
deg 47.23222 2.174727	20240603	20240701	"R3;THERA2024/210"	"Lind noir Canopee superieure;VZ63_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	63	2	lind	Noir	56	13	191126	139471
deg 46.60366 2.689982	20240603	20240701	"R3;THERA2024/190"	"Lind noir Canopee superieure;TR350_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	350	2	lind	Noir	56	8	191106	139451
deg 46.61481 2.719873	20240701	20240801	"R4;THERA2024/261"	"Lind noir Supra canopee;TR327_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	327	1	lind	Noir	56	6	191177	139442
deg 47.26527 2.067914	20240701	20240801	"R4;THERA2024/310"	"Lind noir Canopee superieure;VZ249_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Anthribidae	Anthribinae	Rhaphitropis oxyacanthae	Rhaphitropis oxyacanthae (Brisout de Barneville, 1863)	Rhaphitropis	oxyacanthae		1	249	2	lind	Noir	56	18	191226	139491
